QNew,etaRif
0.807593011320108,NaN
2.42277903396032,NaN
4.03796505660054,NaN
5.65315107924074,NaN
7.26833710188098,NaN
8.88352312452118,0.0752050249502422
10.4987091471614,0.185293011924037
12.1138951698016,0.321824729919874
13.7290811924419,0.442727104842664
15.3442672150821,0.547812968227724
16.9594532377223,0.629979219870283
18.5746392603625,0.699770429765838
20.1898252830027,0.751447956906697
21.8050113056429,0.78809639782058
23.4201973282831,0.813934490014615
25.0353833509234,0.834623120090236
26.6505693735636,0.848628455186495
28.2657553962038,0.856370965586738
29.880941418844,0.866024418403253
31.4961274414842,0.88074525821914
33.1113134641245,0.889465851982941
34.7264994867647,0.895010792709227
36.3416855094049,0.899683034890853
37.9568715320451,0.901725060625378
39.5720575546854,0.903185287330129
41.1872435773255,0.90463339322176
42.8024295999657,0.905572424962339
44.417615622606,0.906099349056829
46.0328016452462,0.906133022312571
47.6479876678864,0.906175113882249
49.2631736905266,0.906217205451928
50.8783597131666,0.905386598476945
52.4935457358071,0.904992340774293
54.1087317584471,0.904888982586528
55.7239177810876,0.906094672215753
57.3391038037276,0.906718562815205
58.9542898263681,0.908215151959317
60.5694758490081,0.90824882521506
62.1846618716486,0.908290916784738
63.7998478942886,0.908114833718251
65.4150339169286,0.90648425307733
67.0302199395691,0.905035484633213
68.6454059622091,0.902384331527565
70.2605919848496,0.899592576989721
71.8757780074896,0.897368076505906
73.4909640301301,0.895204180087693
75.1061500527701,0.893928805526445
76.7213360754105,0.892177016754321
78.3365220980506,0.891249443274377
79.9517081206905,0.887427996431708
